Partner_Yes,Dependents_No,Dependents_Yes,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_DSL	Latitude
True,False,True,False,True,False,False,True,False	33.972119,33.976678,34.099869,34.044271,34.296574,34.196837,34.062125,33.867257,37.720498,34.04622,32.980678,35.842889
True,False,True,False,True,False,False,True,True	38.554383,41.027281,34.129058,33.698728,38.055562,34.003553
True,False,True,False,True,True,False,False,False	33.885811,33.79499,33.923573,34.224377,33.936291,34.866032,40.267158,32.898613,34.1678,33.930199,35.809921,37.612612,34.076259,32.698964
True,False,True,False,True,True,False,False,True	37.556634,33.761894,40.789799,34.024405,35.363339,34.536232,38.549822,33.794209,41.729079,34.195386,41.5837,38.734997,33.719221,37.505768
True,False,True,True,False,False,True,False,True	40.372532,37.971421,37.393554,39.141934,38.672708,38.542448,33.098018,33.309852,39.117018,38.99003
True,True,False,False,True,False,False,True,False	34.432843,33.313828,34.297628,39.681488,32.811001,36.29878,34.845861,35.710244,33.877639,38.546999,38.809175,35.536115,35.097323,37.245505,35.363339,35.214982,36.590415,37.004068,41.162295,36.793601,36.624338,40.726949,40.965011,32.707892,33.631119,37.654436,33.570023,38.439696,37.45809,41.121108,37.474396,37.990574,37.980057,38.224869,37.672906,38.489789,37.999406,38.581354,37.776523,38.147852,37.890274,37.945288,38.34719,38.233879,38.200231,37.937082,37.848641,41.5837,37.375156,37.078873,37.279689,37.306612,40.789799,37.441931,37.233034,33.716136,32.697098,37.161544,37.924014,37.351214,33.507255,37.863843,39.884395,37.305622,37.270938,37.218705,38.044523,38.244806,37.422961,37.996462,32.730264,37.639215,37.516791,37.671806,38.287136,32.747484,37.990118,37.83323,32.957195,37.939768,37.800254,39.361283,37.410567,37.601248,37.266388,34.402343,40.485849,36.833002,38.815515,39.246654,36.622237,36.520537,38.689174,38.833554,38.759751,33.03679,34.598221,34.613476,38.591134,38.35363,38.590035,36.041315,34.167236,38.486502,39.531028,32.605012,40.527834,40.936285,36.303793,41.121108,32.957195,34.099869,40.059385,36.217864,35.215731,34.907911,40.656287,41.081847,39.955164,34.223244,39.227434,38.911577,33.537646,33.879983,33.766004,34.099869,34.091829,33.723579,33.86532,33.716136,33.507255,33.540604,33.475493,33.833181,33.840399,33.527605,33.888323,34.234912,32.984395,33.991782,34.358321,34.255442,33.987945,34.55082,34.1692,34.10097,33.972293,32.99356,33.839989,34.090925,32.830852,33.03933,33.956228,33.054579,33.119028,32.961064,34.506627,34.238208,34.17847,34.159007,34.13946,33.97803,34.110444,34.174493,34.133809,32.847336,33.840524,34.083086,34.065108,32.579134,33.362575,38.848082,38.493888,40.166028,40.372532,41.701223,40.4785,40.210895,41.444606,40.053159,38.349195,38.674276,38.578604,38.517295,38.715498,38.982373,37.28682,41.096569,37.316146,37.350284,37.222842,41.468877,41.729079,39.786755,37.848641,34.027337,34.044639,38.129308,34.017697,34.001617,33.927254,33.977468,37.890274,33.75462,37.916648,33.781086,34.110444,37.685052,34.129058,37.633361,34.177267,38.489789,34.067932,34.065108,32.622999,33.054579,32.853743,33.194742,33.313828,37.758085,32.747484,32.76501,32.68674,32.85723,37.419725,37.380662,32.730583,36.587497,34.55082,34.274846,34.049671,34.084909,36.993666,36.545322,36.841655,33.527605,33.907361,33.581045,33.82769,36.902954,33.603282,33.601309,33.62251,33.782955,34.432843,34.419203,34.457541,34.437945,36.057458,34.758699,35.772244,34.601055,34.737031,35.050345,35.536115,37.890145,36.397745,37.007238,36.959731,36.635661,36.057458,36.125529,36.315979,35.869626,34.437945,34.419203,34.420998,37.758085,33.884073,37.770533,37.95338,33.714829,38.265899,38.232389,33.69887,33.970661,33.755039,37.858898,37.941456,36.863303,37.304681,34.508417,38.071327,38.184914,38.244806,37.394411,32.811001,37.605926,33.762759,37.410236,32.961064,37.734971,37.521708,37.990574,32.747484,33.215251,39.83307,39.724433,38.696659,32.830852,39.955587,38.852544,34.102119,34.065108,38.815515,38.549185,38.685069,40.946785,40.408796,39.884395,40.637105,40.012675,39.559709,34.072945,34.052917,34.031529,33.876482,33.86532,33.833699,33.807882,34.015217,33.933565,33.840524,33.847755,34.110444,34.19829,34.506627,34.223768,34.165783
True,True,False,False,True,False,False,True,True	38.689174,37.621458,38.636102,34.002642,37.42765,33.695532,37.327069,33.309852,39.58458,37.941456,38.629618,37.524721,38.736685,37.669516,34.183286,38.731055,37.40122,34.39583,32.802959,34.078991,34.186211
True,True,False,False,True,True,False,False,False	38.488431,38.392559,33.850504,35.059695,38.014457,35.451402,37.555473,32.726627,32.741499,37.435664,37.685052,37.321233,38.550722,33.713891,37.828416,38.336216,34.209532,38.135897,38.005839,34.105935,36.993451,34.227846,34.001617,36.977025,34.647959,33.752524,34.983808,40.080342,32.961064,38.687367,34.214054,34.432843,34.146957,33.982787,35.865795,37.80821,34.205504,34.031441,33.998471,34.059281,33.881158,37.612612,32.886925,32.741859,40.022184,34.004379,34.066367,37.736535,34.758699,39.239818,39.600599,34.114772,38.434362,33.624654,39.080469,35.013299,34.064073,34.003553,38.434138,38.652065,34.269449,33.600987,36.523619,36.185471,40.809636,38.274451,32.909873,36.554618,36.125529,36.625114,39.298065,37.691561,33.906496,37.499411,33.001813,33.679659,34.079934,39.12334,38.931425,37.820894,33.830209,39.971228,37.815459,39.225634,33.679659,40.448632,41.816595,37.084697,40.704293,41.082472,39.955164,37.873916,41.266008,38.027218,33.828289,39.178337,38.112166,38.161321,33.761894,38.377165,38.018065,37.972662,37.897753,38.129308,33.890046,38.067204,34.105935,38.156971,39.58458,34.291273,34.156758,34.207295,37.375156,34.102119,38.470423,32.948262,34.702766,33.97803,33.309852,40.689243,34.667815,38.264262,32.790282,38.200231,32.961064,34.167465,32.677716,33.762759,36.689582,33.537646,35.930782,34.424926,37.671806,39.783747,36.833002,38.109125,37.529656,36.959731,38.522328,36.600193,40.271535,37.704267,38.875508,39.710591,33.999992,39.913777,33.744439,39.239818,33.606336,37.671806,33.765893,35.603913,35.405722,38.618347,34.18454,34.741406,32.948262,38.358464,40.557314,38.809804,35.184837,35.369553,38.931425,35.490705,37.670526,36.869584,35.363339,34.074736,34.061634,36.217864,38.431407,34.157137,38.313447,38.689174,38.584505,40.7666
True,True,False,False,True,True,False,False,True	38.013825,33.162624,36.37559,34.031441,37.713152,34.076259,41.083464,39.222323,34.066367,35.916943,37.80707,37.792489,34.17847,36.974575,33.098018,33.906496,34.223768,33.990646,34.441123,39.033058,34.279221,37.306612,32.690654,34.145695,33.976753,33.720359,39.23754,41.950683,33.540604,34.624399,33.079834,33.384345,33.946982,37.311088,35.603913,33.477923
True,True,False,True,False,False,True,False,True	35.490705,37.722302,40.559177,33.752524,34.079934,34.102119,40.692523,38.672708,38.691607,34.038983,33.645672,34.245289,33.714829,36.78979,37.114335,33.884073,39.279068,34.286131,34.757477,32.827238,34.238802,33.290907,37.304681,34.244411,34.089953,34.005439,33.000269,33.391181,34.236683,37.571748,34.182378,34.064073,34.186211,38.208336,33.254497,34.727529,36.654614,35.869626,38.434138,33.25283,34.074492,34.358321,39.172777,41.171578,34.089953,34.168686,34.167926,32.774046,37.521708,36.600185,34.360261
